category,output,inputs,status,message
clumping/model-comparison,results/analysis-raw-volume-od100-uniform200/clumping/aida-tng/model-comparison/L35n1080/snapshot099/gas/raw-volume-grid256/vsidm_relative_to_cdm.png,results/aida-tng-raw-volume-od100-uniform200/L35n1080_vSIDM/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json,written,
clumping/model-comparison,results/analysis-raw-volume-od100-uniform200/clumping/aida-tng/model-comparison/L75n910/snapshot099/gas/raw-volume-grid256/model_comparison.png,results/aida-tng-raw-volume-od100-uniform200/L75n910_CDM/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_WDM3/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json,written,
clumping/model-comparison,results/analysis-raw-volume-od100-uniform200/clumping/aida-tng/model-comparison/L75n910/snapshot099/gas/raw-volume-grid256/sidm1_relative_to_cdm.png,results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json,written,
clumping/model-comparison,results/analysis-raw-volume-od100-uniform200/clumping/aida-tng/model-comparison/L75n910/snapshot099/gas/raw-volume-grid256/wdm3_relative_to_cdm.png,results/aida-tng-raw-volume-od100-uniform200/L75n910_WDM3/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json,written,
clumping/model-comparison,results/analysis-raw-volume-od100-uniform200/clumping/aida-tng/model-comparison/L75n910/snapshot099/gas/raw-volume-grid256/vsidm_relative_to_cdm.png,results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json,written,
clumping/model-comparison,results/analysis-raw-volume-od100-uniform200/clumping/aida-tng/model-comparison/L35n1080/combined-snapshots/gas/raw-volume-grid256/relative-to-cdm/SIDM1_relative_to_cdm_vs_overdensity_all_snapshots.png,results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot075_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_vSIDM/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_vSIDM/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_vSIDM/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_vSIDM/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_vSIDM/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_vSIDM/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_vSIDM/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json,written,
clumping/model-comparison,results/analysis-raw-volume-od100-uniform200/clumping/aida-tng/model-comparison/L35n1080/combined-snapshots/gas/raw-volume-grid256/relative-to-cdm/WDM3_relative_to_cdm_vs_overdensity_all_snapshots.png,results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot075_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_vSIDM/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_vSIDM/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_vSIDM/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_vSIDM/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_vSIDM/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_vSIDM/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_vSIDM/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json,written,
clumping/model-comparison,results/analysis-raw-volume-od100-uniform200/clumping/aida-tng/model-comparison/L35n1080/combined-snapshots/gas/raw-volume-grid256/relative-to-cdm/vSIDM_relative_to_cdm_vs_overdensity_all_snapshots.png,results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot075_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_vSIDM/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_vSIDM/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_vSIDM/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_vSIDM/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_vSIDM/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_vSIDM/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_vSIDM/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json,written,
clumping/model-comparison,results/analysis-raw-volume-od100-uniform200/clumping/aida-tng/model-comparison/L75n910/combined-snapshots/gas/raw-volume-grid256/relative-to-cdm/SIDM1_relative_to_cdm_vs_overdensity_all_snapshots.png,results/aida-tng-raw-volume-od100-uniform200/L75n910_CDM/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_CDM/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_CDM/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_CDM/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_CDM/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_CDM/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_CDM/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_WDM3/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_WDM3/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_WDM3/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_WDM3/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_WDM3/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_WDM3/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json,written,
clumping/model-comparison,results/analysis-raw-volume-od100-uniform200/clumping/aida-tng/model-comparison/L75n910/combined-snapshots/gas/raw-volume-grid256/relative-to-cdm/WDM3_relative_to_cdm_vs_overdensity_all_snapshots.png,results/aida-tng-raw-volume-od100-uniform200/L75n910_CDM/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_CDM/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_CDM/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_CDM/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_CDM/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_CDM/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_CDM/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_WDM3/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_WDM3/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_WDM3/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_WDM3/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_WDM3/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_WDM3/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json,written,
clumping/model-comparison,results/analysis-raw-volume-od100-uniform200/clumping/aida-tng/model-comparison/L75n910/combined-snapshots/gas/raw-volume-grid256/relative-to-cdm/vSIDM_relative_to_cdm_vs_overdensity_all_snapshots.png,results/aida-tng-raw-volume-od100-uniform200/L75n910_CDM/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_CDM/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_CDM/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_CDM/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_CDM/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_CDM/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_CDM/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_SIDM1/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_WDM3/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_WDM3/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_WDM3/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_WDM3/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_WDM3/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_WDM3/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L75n910_vSIDM/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json,written,
performance,results/analysis-raw-volume-od100-uniform200/performance/aida-tng/L35n1080_CDM/combined/combined/campaign/campaign_manifest.csv,results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_CDM/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json,skipped,"No campaign result files matched the requested backend, particles, grids, and batches."
performance,results/analysis-raw-volume-od100-uniform200/performance/aida-tng/L35n1080_SIDM1/combined/combined/campaign/campaign_manifest.csv,results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_SIDM1/gas/raw-volume/snapshot075_grid256/threads1_batch1_run001.json,skipped,"No campaign result files matched the requested backend, particles, grids, and batches."
performance,results/analysis-raw-volume-od100-uniform200/performance/aida-tng/L35n1080_WDM3/combined/combined/campaign/campaign_manifest.csv,results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot017_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot025_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot033_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot050_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot067_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot084_grid256/threads1_batch1_run001.json;results/aida-tng-raw-volume-od100-uniform200/L35n1080_WDM3/gas/raw-volume/snapshot099_grid256/threads1_batch1_run001.json,skipped,"No campaign result files matched the requested backend, particles, grids, and batches."
